PVWatts: Hourly PV Performance Data,,,,,,,,,,
Requested Location:,"800 Florida Ave NE, Washington, DC 20002",,,,,,,,,
Location:,"Lat, Lon: 38.89, -76.98",,,,,,,,,
Lat (deg N):,38.89,,,,,,,,,
Long (deg W):,76.98,,,,,,,,,
Elev (m):,22.44000053,,,,,,,,,
DC System Size (kW):,34,,,,,,,,,
Module Type:,Standard,,,,,,,,,
Array Type:,Fixed (open rack),,,,,,,,,
Array Tilt (deg):,20,,,,,,,,,
Array Azimuth (deg):,180,,,,,,,,,
System Losses:,14.08,,,,,,,,,
Invert Efficiency:,96,,,,,,,,,
DC to AC Size Ratio:,1.2,,,,,,,,,
Average Cost of Electricity Purchased from Utility ($/kWh):,0.11,,,,,,,,,
Capacity Factor (%),"15.6	",,,,,,,,,
,,,,,,,,,,
Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
6,30,18,0,12,23,0,11.355,20.862,338.148,158.541
6,30,19,0,0,22,1,0,22,0,0
6,30,20,0,0,21,1,0,21,0,0
6,30,21,0,0,20,0,0,20,0,0
6,30,22,0,0,20,0,0,20,0,0
6,30,23,0,0,19,0,0,19,0,0
7,1,0,0,0,18,1,0,18,0,0
7,1,1,0,0,18,2,0,18,0,0
7,1,2,0,0,17,2,0,17,0,0
7,1,3,0,0,16,3,0,16,0,0
7,1,4,0,0,16,3,0,16,0,0
7,1,5,316,33,17,3,25.254,15.931,769.192,581.572
7,1,6,470,80,19,3,167.546,21.497,4093.816,3837.562
7,1,7,400,167,21,4,331.126,27.172,9142.968,8759.361
7,1,8,357,262,23,3,481.836,33.72,13351.916,12840.843
7,1,9,604,241,24,3,730.757,40.764,19695.223,18955.443
7,1,10,555,322,25,3,845.773,44.893,22384.813,21534.777
7,1,11,528,372,26,3,912.541,47.603,23824.809,22912.492
7,1,12,572,340,26,3,931.446,48.168,24246.893,23315.891
7,1,13,912,120,27,3,994.88,50.567,25561.863,24571.398
7,1,14,555,280,27,2,761.428,47.999,19803.793,19059.717
7,1,15,339,299,26,2,533.303,40.705,14342.339,13798.455
7,1,16,593,141,26,2,441.168,37.687,11681.12,11222.965
7,1,17,400,119,25,1,226.957,32.301,5776.282,5480.689
7,1,18,430,48,22,1,65.23,23.115,1397.595,1197.928
7,1,19,0,0,20,1,0,20,0,0
7,1,20,0,0,19,1,0,19,0,0
7,1,21,0,0,18,1,0,18,0,0
7,1,22,0,0,18,1,0,18,0,0
7,1,23,0,0,17,1,0,17,0,0
7,2,0,0,0,17,1,0,17,0,0
7,2,1,0,0,16,2,0,16,0,0
7,2,2,0,0,15,2,0,15,0,0
7,2,3,0,0,15,3,0,15,0,0
7,2,4,0,0,15,3,0,15,0,0
7,2,5,311,36,16,3,28.189,14.981,862.265,672.887
7,2,6,590,71,18,3,182.337,20.847,4320.318,4058.949
7,2,7,746,88,19,3,403.357,27.524,10837.576,10404.979
7,2,8,833,100,21,3,625.404,35.224,17050.07,16411.01
7,2,9,888,106,22,3,816.827,41.083,21953.92,21122.08
7,2,10,921,109,23,2,960.851,48.514,24946.639,23984.229
7,2,11,935,111,24,2,1041.374,51.797,26588.066,25549.885
7,2,12,936,112,25,2,1054.325,53.269,26707.154,25663.359
7,2,13,920,114,26,2,996.78,52.879,25294.398,24316.182
7,2,14,897,109,26,2,876.6,49.838,22562.314,21704.725
7,2,15,856,102,25,1,702.93,47.975,18106.348,17427.986
7,2,16,794,89,25,1,492.512,41.338,12708.011,12217.693
7,2,17,684,73,24,1,266.604,32.749,6436.958,6125.07
7,2,18,477,48,21,0,68.196,24.189,1418.835,1218.754
7,2,19,0,0,19,0,0,19,0,0
7,2,20,0,0,18,1,0,18,0,0
7,2,21,0,0,17,1,0,17,0,0
7,2,22,0,0,17,1,0,17,0,0
7,2,23,0,0,16,1,0,16,0,0
7,3,0,0,0,16,1,0,16,0,0
7,3,1,0,0,15,1,0,15,0,0
7,3,2,0,0,15,1,0,15,0,0
7,3,3,0,0,14,1,0,14,0,0
7,3,4,0,0,14,1,0,14,0,0
7,3,5,80,39,16,1,33.606,14.673,1029.36,836.805
7,3,6,131,114,19,1,130.529,21.159,3635.641,3389.563
7,3,7,276,190,22,1,298.419,30.031,8215.943,7857.808
7,3,8,778,111,24,1,601.61,41.822,15875.111,15278.336
7,3,9,821,126,25,1,786.315,49.213,20263.67,19501.248
7,3,10,444,354,26,2,775.468,46.788,20323.758,19558.922
7,3,11,801,182,27,2,987.368,52.848,25066.926,24099.064
7,3,12,110,460,27,2,576.543,43.428,15383.627,14804.091
7,3,13,17,307,27,2,312.483,35.515,8677.191,8306.501
7,3,14,64,375,27,2,422.61,37.538,11613.873,11157.784
7,3,15,5,190,26,2,184.881,30.695,5254.977,4971.904
7,3,16,0,79,25,2,75.101,25.974,2183.866,1968.519
7,3,17,0,85,24,2,80.54,24.727,2355.819,2136.951
7,3,18,0,31,23,2,29.387,22.324,869.276,679.766
7,3,19,0,0,21,2,0,21,0,0
7,3,20,0,0,20,2,0,20,0,0
7,3,21,0,0,19,2,0,19,0,0
7,3,22,0,0,19,3,0,19,0,0
7,3,23,0,0,19,3,0,19,0,0
7,4,0,0,0,18,3,0,18,0,0
7,4,1,0,0,18,3,0,18,0,0
7,4,2,0,0,18,2,0,18,0,0
7,4,3,0,0,17,2,0,17,0,0
7,4,4,0,0,17,2,0,17,0,0
7,4,5,0,31,18,2,29.117,16.892,883.018,693.247
7,4,6,58,112,20,3,114.789,21.252,3303.308,3064.469
7,4,7,277,189,22,3,297.664,27.872,8277.524,7917.727
7,4,8,491,215,25,3,522.56,36.573,14233.312,13693.092
7,4,9,343,342,26,2,616.206,42.081,16515.629,15895.989
7,4,10,344,404,27,2,727.961,46.107,19148.385,18430.055
7,4,11,211,473,28,2,687.675,46.407,18067.258,17390.371
7,4,12,146,482,29,2,635.1,45.973,16724.121,16096.942
7,4,13,271,442,29,3,711.072,45.59,18759.578,18056.301
7,4,14,269,390,29,4,623.241,42.443,16696.674,16070.49
7,4,15,21,256,28,4,259.549,33.623,7269.33,6936.235
7,4,16,156,240,28,4,309.872,33.973,8553.703,8186.396
7,4,17,0,5,27,3,4.734,26.499,137.319,0
7,4,18,34,71,26,3,65.507,26.15,1862.106,1653.257
7,4,19,0,0,25,3,0,25,0,0
7,4,20,0,0,24,4,0,24,0,0
7,4,21,0,0,23,4,0,23,0,0
7,4,22,0,0,23,3,0,23,0,0
7,4,23,0,0,23,3,0,23,0,0
7,5,0,0,0,23,3,0,23,0,0
7,5,1,0,0,22,3,0,22,0,0
7,5,2,0,0,22,3,0,22,0,0
7,5,3,0,0,21,3,0,21,0,0
7,5,4,0,0,20,3,0,20,0,0
7,5,5,0,30,20,3,28.243,19.076,848.02,658.912
7,5,6,0,53,20,4,50.303,19.723,1505.94,1304.153
7,5,7,0,91,22,4,86.465,22.609,2554.283,2331.314
7,5,8,8,200,25,3,195.659,28.43,5620.169,5328.357
7,5,9,0,140,27,3,133.631,29.276,3825.289,3575.027
7,5,10,20,315,28,3,322.201,34.565,8988.801,8609.495
7,5,11,18,320,27,3,327.212,34.124,9148.831,8765.061
7,5,12,0,126,27,3,120.677,29.297,3454.121,3212.012
7,5,13,16,297,27,3,301.786,33.044,8482.561,8117.196
7,5,14,20,297,27,4,302.757,32.892,8514.951,8148.703
7,5,15,5,192,27,4,186.825,30.409,5317.596,5033.035
7,5,16,159,240,26,3,311.511,32.419,8663.047,8292.745
7,5,17,266,138,25,2,206.164,29.885,5464.148,5176.087
7,5,18,21,64,24,2,59.18,24.588,1706.522,1500.775
7,5,19,0,0,23,2,0,23,0,0
7,5,20,0,0,22,2,0,22,0,0
7,5,21,0,0,22,2,0,22,0,0
7,5,22,0,0,21,1,0,21,0,0
7,5,23,0,0,21,1,0,21,0,0
7,6,0,0,0,21,1,0,21,0,0
7,6,1,0,0,20,1,0,20,0,0
7,6,2,0,0,20,1,0,20,0,0
7,6,3,0,0,19,1,0,19,0,0
7,6,4,0,0,19,1,0,19,0,0
7,6,5,167,39,21,2,30.209,20.009,903.196,713.043
7,6,6,447,89,23,2,167.85,25.908,4059.109,3803.634
7,6,7,579,129,25,3,369.713,32.722,9790.323,9388.372
7,6,8,688,148,27,3,580.952,40.07,15489.205,14905.987
7,6,9,759,157,28,3,767.414,45.741,20144.504,19386.857
7,6,10,773,180,29,2,901.163,52.675,22884.143,22012.77
7,6,11,789,187,30,2,980.716,55.891,24488.432,23546.648
7,6,12,792,188,31,2,994.875,57.389,24638.477,23689.965
7,6,13,754,202,31,2,938.429,56.094,23400.99,22507.238
7,6,14,723,194,31,2,822.049,53.168,20791.408,20007.648
7,6,15,665,183,31,2,654.49,48.789,16820.443,16189.765
7,6,16,287,224,30,2,363.219,40.057,9651.952,9253.961
7,6,17,408,137,29,1,246.759,36.582,6192.62,5886.815
7,6,18,236,73,27,1,76.547,28.721,1914.279,1704.384
7,6,19,0,0,25,1,0,25,0,0
7,6,20,0,0,23,1,0,23,0,0
7,6,21,0,0,22,1,0,22,0,0
7,6,22,0,0,22,1,0,22,0,0
7,6,23,0,0,21,1,0,21,0,0
7,7,0,0,0,20,1,0,20,0,0
7,7,1,0,0,20,1,0,20,0,0
7,7,2,0,0,19,1,0,19,0,0
7,7,3,0,0,18,1,0,18,0,0
7,7,4,0,0,18,1,0,18,0,0
7,7,5,169,39,20,1,30.259,18.703,910.12,719.835
7,7,6,440,92,23,1,168.716,26.476,4085.799,3829.725
7,7,7,618,118,26,1,374.848,36.557,9706.088,9306.551
7,7,8,718,136,29,1,587.222,46.605,15128.854,14558.15
7,7,9,779,148,30,1,773.986,53.593,19484.393,18752.924
7,7,10,805,162,31,2,912.355,54.885,22891.205,22019.525
7,7,11,821,169,31,2,994.273,57.195,24648.797,23699.822
7,7,12,823,171,32,2,1008.976,58.71,24804.777,23848.779
7,7,13,783,189,32,2,949.268,57.344,23508.242,22609.813
7,7,14,755,180,32,2,835.427,54.483,20978.25,20186.861
7,7,15,714,161,32,1,667.182,53.524,16708.85,16082.226
7,7,16,607,153,31,1,461.614,46.169,11717.901,11258.615
7,7,17,476,120,30,0,250.806,41.658,6044.264,5742.119
7,7,18,202,62,28,0,65.562,31.092,1621.227,1417.169
7,7,19,0,0,26,0,0,26,0,0
7,7,20,0,0,25,0,0,25,0,0
7,7,21,0,0,24,0,0,24,0,0
7,7,22,0,0,23,0,0,23,0,0
7,7,23,0,0,22,0,0,22,0,0
7,8,0,0,0,21,0,0,21,0,0
7,8,1,0,0,21,0,0,21,0,0
7,8,2,0,0,20,1,0,20,0,0
7,8,3,0,0,19,1,0,19,0,0
7,8,4,0,0,19,1,0,19,0,0
7,8,5,163,39,21,1,30.306,19.743,907.208,716.978
7,8,6,431,94,24,0,168.307,28.808,4044.982,3789.824
7,8,7,591,128,28,0,372.745,41.776,9423.422,9031.925
7,8,8,688,152,30,1,584.08,47.488,14987.611,14421.773
7,8,9,750,167,32,1,771.338,55.427,19226.893,18505.504
7,8,10,759,195,33,1,906.635,60.667,22029.371,21194.361
7,8,11,787,194,33,1,985.925,63.204,23628.506,22724.813
7,8,12,801,187,34,1,1003.346,64.857,23819.57,22907.484
7,8,13,765,200,35,1,943.309,64.304,22459.631,21606.416
7,8,14,749,183,35,1,833.725,61.242,20163.92,19405.496
7,8,15,711,162,34,1,666.401,55.424,16518.086,15898.358
7,8,16,610,150,33,1,460.457,48.102,11567.932,11113.251
7,8,17,489,116,32,0,250.956,43.644,5968.027,5667.755
7,8,18,283,67,29,0,73.03,32.424,1726.393,1520.251
7,8,19,0,0,27,0,0,27,0,0
7,8,20,0,0,26,0,0,26,0,0
7,8,21,0,0,25,0,0,25,0,0
7,8,22,0,0,24,0,0,24,0,0
7,8,23,0,0,23,1,0,23,0,0
7,9,0,0,0,22,1,0,22,0,0
7,9,1,0,0,22,1,0,22,0,0
7,9,2,0,0,21,1,0,21,0,0
7,9,3,0,0,21,1,0,21,0,0
7,9,4,0,0,21,1,0,21,0,0
7,9,5,38,36,23,1,31.076,21.85,921.255,730.759
7,9,6,143,110,25,1,128.3,27.244,3446.389,3204.448
7,9,7,289,184,28,1,296.814,36.031,7914.709,7564.649
7,9,8,291,290,32,1,466.549,45.797,12180.674,11707.017
7,9,9,611,242,33,1,735.603,54.986,18391.955,17702.756
7,9,10,671,246,34,1,877.387,60.719,21313.729,20508.549
7,9,11,710,242,35,2,963.579,60.215,23488.611,22591.039
7,9,12,728,233,36,2,982.324,61.834,23728.32,22820.248
7,9,13,663,265,36,2,916.132,60.336,22312.26,21465.305
7,9,14,630,252,36,2,801.55,57.464,19806.061,19061.895
7,9,15,565,234,36,2,633.597,53.136,15928.459,15329.796
7,9,16,485,197,35,1,440.604,49.386,11062.438,10623.104
7,9,17,348,150,33,1,241.145,40.804,6000.927,5699.847
7,9,18,158,77,30,1,75.024,31.747,1936.19,1725.855
7,9,19,0,0,28,1,0,28,0,0
7,9,20,0,0,27,1,0,27,0,0
7,9,21,0,0,26,1,0,26,0,0
7,9,22,0,0,26,1,0,26,0,0
7,9,23,0,0,25,1,0,25,0,0
7,10,0,0,0,25,1,0,25,0,0
7,10,1,0,0,25,1,0,25,0,0
7,10,2,0,0,24,1,0,24,0,0
7,10,3,0,0,24,1,0,24,0,0
7,10,4,0,0,24,1,0,24,0,0
7,10,5,53,33,24,1,28.77,22.819,849.069,659.941
7,10,6,220,104,26,0,136.839,29.538,3513.228,3269.83
7,10,7,379,194,28,0,343.245,40.512,8901.809,8524.919
7,10,8,485,239,30,0,540.411,50.478,13706.653,13183.952
7,10,9,555,268,32,1,715.276,53.738,18009.939,17335.215
7,10,10,551,319,33,1,838.905,58.675,20616.063,19839.426
7,10,11,31,381,34,1,408.804,48.307,10634.051,10207.503
7,10,12,8,196,34,1,196.444,40.349,5324.697,5039.967
7,10,13,0,124,33,1,118.598,36.004,3285.393,3046.941
7,10,14,0,108,33,1,103.024,35.162,2865.882,2636.385
7,10,15,0,88,32,1,83.76,33.444,2349.767,2131.024
7,10,16,92,235,31,1,271.315,38.112,7370.379,7034.658
7,10,17,288,134,30,1,209.239,36.044,5354.15,5068.719
7,10,18,116,76,28,1,72.91,29.455,1947.583,1737.018
7,10,19,0,0,26,1,0,26,0,0
7,10,20,0,0,25,1,0,25,0,0
7,10,21,0,0,25,1,0,25,0,0
7,10,22,0,0,24,1,0,24,0,0
7,10,23,0,0,24,1,0,24,0,0
7,11,0,0,0,23,1,0,23,0,0
7,11,1,0,0,23,1,0,23,0,0
7,11,2,0,0,23,1,0,23,0,0
7,11,3,0,0,23,1,0,23,0,0
7,11,4,0,0,23,1,0,23,0,0
7,11,5,49,33,23,1,28.725,21.774,851.858,662.677
7,11,6,243,121,25,1,155.889,28.114,4043.443,3788.32
7,11,7,216,193,27,1,273.412,34.429,7400.773,7064.26
7,11,8,660,149,30,1,562.617,46.478,14511.629,13962.03
7,11,9,419,297,31,1,636.261,50.672,16295.782,15684.041
7,11,10,210,434,32,1,629.205,51.73,16066.915,15463.34
7,11,11,0,67,32,2,63.94,34.296,1786.272,1578.938
7,11,12,319,456,32,2,790.899,50.993,20281.67,19518.525
7,11,13,110,450,31,2,552.465,46.192,14530.597,13980.354
7,11,14,499,307,30,2,743.685,49.238,19220.023,18498.904
7,11,15,0,117,28,2,111.471,31.817,3152.03,2916.445
7,11,16,0,153,26,3,145.411,28.322,4181.534,3923.306
7,11,17,23,134,25,2,132.435,27.384,3788.717,3539.266
7,11,18,0,15,24,1,14.197,23.024,418.595,237.507
7,11,19,0,0,24,1,0,24,0,0
7,11,20,0,0,24,1,0,24,0,0
7,11,21,0,0,24,1,0,24,0,0
7,11,22,0,0,23,2,0,23,0,0
7,11,23,0,0,22,3,0,22,0,0
7,12,0,0,0,21,4,0,21,0,0
7,12,1,0,0,20,3,0,20,0,0
7,12,2,0,0,19,3,0,19,0,0
7,12,3,0,0,18,3,0,18,0,0
7,12,4,0,0,18,3,0,18,0,0
7,12,5,306,30,18,3,23.441,16.91,710.8,524.277
7,12,6,622,59,20,3,170.513,22.58,3871.334,3620.05
7,12,7,781,72,22,3,395.355,30.311,10401.054,9981.376
7,12,8,862,82,24,3,619.052,38.023,16614.84,15991.619
7,12,9,907,89,25,3,811.051,43.864,21483.188,20670.994
7,12,10,931,95,27,2,954.284,52.152,24298.623,23365.318
7,12,11,942,99,28,2,1036.587,55.452,25945.801,24937.617
7,12,12,940,101,29,2,1049.222,56.916,26052.684,25039.539
7,12,13,909,112,29,2,987.314,55.488,24701.398,23750.057
7,12,14,879,109,29,2,864.695,52.399,21955.123,21123.234
7,12,15,828,106,29,1,692.268,51.445,17513.639,16857.48
7,12,16,713,110,29,1,474.13,44.666,12068.362,11598.215
7,12,17,545,100,28,1,253.641,36.278,6182.787,5877.225
7,12,18,293,64,26,0,70.873,29.251,1683.27,1477.984
7,12,19,0,0,24,0,0,24,0,0
7,12,20,0,0,23,0,0,23,0,0
7,12,21,0,0,23,0,0,23,0,0
7,12,22,0,0,22,1,0,22,0,0
7,12,23,0,0,21,1,0,21,0,0
7,13,0,0,0,20,1,0,20,0,0
7,13,1,0,0,19,1,0,19,0,0
7,13,2,0,0,18,1,0,18,0,0
7,13,3,0,0,18,1,0,18,0,0
7,13,4,0,0,18,1,0,18,0,0
7,13,5,192,34,20,1,26.448,18.577,795.935,607.81
7,13,6,508,75,22,2,163.731,24.763,3845.088,3594.387
7,13,7,707,88,25,2,379.06,33.948,9840.344,9436.957
7,13,8,798,101,27,1,599.065,45.005,15529.897,14945.259
7,13,9,846,113,28,1,786.955,52.079,19965.387,19214.891
7,13,10,503,337,29,1,813.044,54.44,20453.639,19683.57
7,13,11,105,463,30,2,565.807,45.6,14928.252,14364.453
7,13,12,124,475,30,2,607.455,45.924,16000.293,15399.084
7,13,13,85,437,30,2,515.641,43.759,13734.466,13210.847
7,13,14,123,399,30,2,504.068,43.201,13457.887,12943.354
7,13,15,125,325,29,2,407.703,39.737,11053.813,10614.739
7,13,16,285,223,28,2,362.199,37.28,9761.774,9360.642
7,13,17,0,30,27,1,28.439,27.754,820.028,631.449
7,13,18,282,64,25,1,70.13,25.356,1707.848,1502.074
7,13,19,0,0,23,1,0,23,0,0
7,13,20,0,0,21,1,0,21,0,0
7,13,21,0,0,20,1,0,20,0,0
7,13,22,0,0,20,1,0,20,0,0
7,13,23,0,0,19,1,0,19,0,0
7,14,0,0,0,19,1,0,19,0,0
7,14,1,0,0,18,1,0,18,0,0
7,14,2,0,0,18,1,0,18,0,0
7,14,3,0,0,17,0,0,17,0,0
7,14,4,0,0,17,0,0,17,0,0
7,14,5,143,35,19,1,28.793,17.617,870.303,680.773
7,14,6,414,93,22,0,161.359,26.424,3919.29,3666.94
7,14,7,632,111,25,0,370.193,38.651,9448.276,9056.076
7,14,8,721,133,26,1,583.233,43.542,15256.132,14681.024
7,14,9,775,150,28,2,771.143,48.047,19995.152,19243.471
7,14,10,470,344,29,2,789.867,49.999,20352.275,19586.291
7,14,11,381,411,29,2,801.672,50.337,20629.457,19852.277
7,14,12,461,398,30,2,881.551,53.26,22331.896,21484.107
7,14,13,321,425,31,2,744.127,51.135,19064.998,18349.91
7,14,14,413,336,31,2,699.784,49.678,18046.832,17370.717
7,14,15,356,292,30,2,541.132,44.662,14260.012,13718.896
7,14,16,378,203,29,3,390.243,38.116,10422.108,10001.813
7,14,17,159,145,28,2,181.888,32.546,4876.945,4602.766
7,14,18,205,68,27,2,70.226,27.891,1782.579,1575.318
7,14,19,0,0,25,2,0,25,0,0
7,14,20,0,0,24,2,0,24,0,0
7,14,21,0,0,23,2,0,23,0,0
7,14,22,0,0,23,2,0,23,0,0
7,14,23,0,0,22,2,0,22,0,0
7,15,0,0,0,22,2,0,22,0,0
7,15,1,0,0,21,2,0,21,0,0
7,15,2,0,0,21,2,0,21,0,0
7,15,3,0,0,20,2,0,20,0,0
7,15,4,0,0,20,2,0,20,0,0
7,15,5,125,35,21,2,28.766,19.97,860.197,670.858
7,15,6,112,106,23,2,118.024,24.559,3246.702,3009.083
7,15,7,534,141,26,2,356.754,34.232,9387.138,8996.666
7,15,8,342,257,29,1,465.311,43.028,12299.528,11822.144
7,15,9,706,186,31,1,754.433,53.563,18998.799,18286.281
7,15,10,710,220,32,1,887.168,59.147,21741.727,20918.773
7,15,11,468,388,33,2,871.273,56.137,21726.688,20904.363
7,15,12,399,409,34,2,824.036,55.938,20571.979,19797.129
7,15,13,418,379,34,2,796.827,55.163,19974.045,19223.203
7,15,14,350,365,33,2,669.896,51.054,17152.436,16509.621
7,15,15,388,282,32,2,553.827,46.869,14422.095,13875.521
7,15,16,311,217,31,2,369.801,40.927,9770.936,9369.541
7,15,17,335,126,30,1,215.957,36.691,5449.646,5161.932
7,15,18,74,71,28,1,66.205,29.275,1809.287,1601.494
7,15,19,0,0,26,1,0,26,0,0
7,15,20,0,0,25,1,0,25,0,0
7,15,21,0,0,24,1,0,24,0,0
7,15,22,0,0,24,1,0,24,0,0
7,15,23,0,0,23,1,0,23,0,0
7,16,0,0,0,23,1,0,23,0,0
7,16,1,0,0,22,1,0,22,0,0
7,16,2,0,0,22,1,0,22,0,0
7,16,3,0,0,22,0,0,22,0,0
7,16,4,0,0,22,0,0,22,0,0
7,16,5,76,32,22,1,26.43,20.66,787.841,599.869
7,16,6,63,104,24,1,107.611,25.522,3019.283,2786.534
7,16,7,464,158,27,1,343.915,36.356,9008.146,8628.302
7,16,8,567,193,29,1,544.838,45.271,14166.823,13628.832
7,16,9,626,220,30,1,725.078,52.094,18411.133,17721.203
7,16,10,616,271,31,1,851.973,57.157,21113.172,20316.252
7,16,11,632,286,31,1,931.753,59.725,22775.596,21908.885
7,16,12,437,397,32,1,857.07,58.977,21039.061,20245.182
7,16,13,175,454,32,1,627.169,52.511,15950.88,15351.423
7,16,14,0,116,31,1,110.704,35.667,3071.826,2837.957
7,16,15,6,199,31,1,194.421,35.885,5387.46,5101.234
7,16,16,9,179,30,1,174.73,34.634,4866.563,4592.625
7,16,17,0,82,29,0,77.736,31.788,2198.435,1982.791
7,16,18,0,37,28,0,35.1,27.596,1012.873,820.633
7,16,19,0,0,26,0,0,26,0,0
7,16,20,0,0,26,0,0,26,0,0
7,16,21,0,0,25,0,0,25,0,0
7,16,22,0,0,24,0,0,24,0,0
7,16,23,0,0,23,1,0,23,0,0
7,17,0,0,0,22,1,0,22,0,0
7,17,1,0,0,21,2,0,21,0,0
7,17,2,0,0,20,2,0,20,0,0
7,17,3,0,0,19,2,0,19,0,0
7,17,4,0,0,19,2,0,19,0,0
7,17,5,162,31,20,2,24.101,18.812,724.525,537.744
7,17,6,459,80,22,2,156.343,24.555,3723.029,3475.029
7,17,7,636,105,26,2,364.493,34.553,9472.952,9080.052
7,17,8,732,124,29,1,579.878,46.354,14939.535,14375.35
7,17,9,793,135,30,1,769.645,53.447,19385.146,18657.57
7,17,10,813,152,32,0,909.159,65.62,21471.291,20659.592
7,17,11,833,155,33,0,993.09,69.507,22940.9,22067.084
7,17,12,837,156,33,0,1010.078,70.339,23219.285,22333.434
7,17,13,798,171,34,0,948.476,69.642,21887.875,21058.809
7,17,14,752,174,34,0,827.242,66,19468.35,18737.51
7,17,15,678,173,33,1,656.237,54.16,16385.461,15770.504
7,17,16,565,162,32,1,448.25,46.729,11363.002,10914.577
7,17,17,297,130,31,1,208.056,37.818,5259.245,4976.07
7,17,18,91,70,29,1,66.194,30.272,1782.269,1575.015
7,17,19,0,0,27,1,0,27,0,0
7,17,20,0,0,26,2,0,26,0,0
7,17,21,0,0,25,2,0,25,0,0
7,17,22,0,0,25,2,0,25,0,0
7,17,23,0,0,24,2,0,24,0,0
7,18,0,0,0,24,2,0,24,0,0
7,18,1,0,0,24,2,0,24,0,0
7,18,2,0,0,23,1,0,23,0,0
7,18,3,0,0,23,1,0,23,0,0
7,18,4,0,0,23,1,0,23,0,0
7,18,5,0,26,23,2,24.414,21.915,723.549,536.787
7,18,6,0,25,25,2,23.685,24.045,694.996,508.769
7,18,7,45,179,27,2,188.374,30.527,5309.568,5025.198
7,18,8,174,283,29,1,383.873,39.922,10353.53,9935.247
7,18,9,115,359,30,1,448.133,43.635,11930.47,11464.611
7,18,10,332,380,31,1,693.984,51.835,17708.666,17045.244
7,18,11,298,447,32,1,757.29,55.451,18955.857,18245.002
7,18,12,32,385,32,1,415.502,46.201,10928.498,10493.184
7,18,13,195,452,32,2,644.726,48.392,16761.871,16133.322
7,18,14,437,324,32,2,709.446,50.616,18203.879,17521.826
7,18,15,556,216,32,2,611.276,48.396,15760.094,15167.376
7,18,16,388,198,31,1,393.279,43.979,10188.975,9775.499
7,18,17,367,119,30,0,218.431,40.027,5376.747,5090.776
7,18,18,6,58,29,0,53.807,31.308,1518.512,1316.478
7,18,19,0,0,28,0,0,28,0,0
7,18,20,0,0,27,0,0,27,0,0
7,18,21,0,0,26,0,0,26,0,0
7,18,22,0,0,25,0,0,25,0,0
7,18,23,0,0,24,0,0,24,0,0
7,19,0,0,0,24,0,0,24,0,0
7,19,1,0,0,23,1,0,23,0,0
7,19,2,0,0,23,1,0,23,0,0
7,19,3,0,0,22,1,0,22,0,0
7,19,4,0,0,22,1,0,22,0,0
7,19,5,92,30,24,1,24.872,22.694,734.456,547.489
7,19,6,334,98,26,2,149.338,28.466,3681.616,3434.528
7,19,7,396,157,29,2,314.392,36.264,8265.228,7905.762
7,19,8,404,238,31,2,488.001,43.206,12866.523,12371.138
7,19,9,0,136,32,3,129.821,35.018,3613.867,3368.268
7,19,10,196,430,33,3,613.444,46.242,16126.627,15520.928
7,19,11,401,400,34,3,817.942,52.826,20768.637,19985.805
7,19,12,223,473,35,4,706.008,50.306,18171.363,17490.543
7,19,13,11,231,35,4,232.849,40.326,6312.095,6003.324
7,19,14,0,49,34,5,46.65,34.36,1302.834,1105.011
7,19,15,1,160,33,5,153.434,35.106,4269.088,4008.881
7,19,16,454,182,32,5,411.334,39.24,10881.962,10448.039
7,19,17,263,133,30,4,200.915,33.983,5212.213,4930.154
7,19,18,118,65,28,2,63.517,28.804,1689.717,1484.303
7,19,19,0,0,26,1,0,26,0,0
7,19,20,0,0,25,2,0,25,0,0
7,19,21,0,0,25,2,0,25,0,0
7,19,22,0,0,24,3,0,24,0,0
7,19,23,0,0,24,3,0,24,0,0
7,20,0,0,0,24,3,0,24,0,0
7,20,1,0,0,23,3,0,23,0,0
7,20,2,0,0,23,3,0,23,0,0
7,20,3,0,0,22,3,0,22,0,0
7,20,4,0,0,21,3,0,21,0,0
7,20,5,0,3,21,3,2.835,19.486,84.954,0
7,20,6,130,101,21,3,116.151,22.237,3192.7,2956.242
7,20,7,165,189,23,4,247.723,27.281,6970.162,6644.777
7,20,8,359,249,25,4,467.479,34.278,12902.838,12406.288
7,20,9,430,298,26,4,645.898,39.467,17531.182,16874.373
7,20,10,498,334,27,4,806.34,44.128,21425.766,20615.953
7,20,11,497,377,28,3,890.183,48.964,23074.867,22195.27
7,20,12,486,390,29,3,900.416,50.345,23170.283,22286.557
7,20,13,883,134,29,3,986.545,52.249,25121.342,24151.008
7,20,14,858,128,29,3,867.409,49.832,22331.152,21483.395
7,20,15,78,311,29,3,357.716,38.138,9784.867,9383.073
7,20,16,748,100,28,3,482.272,38.789,12629.636,12141.813
7,20,17,208,143,27,2,194.327,32.147,5159.107,4878.304
7,20,18,125,61,24,1,59.209,24.81,1589.642,1386.208
7,20,19,0,0,23,1,0,23,0,0
7,20,20,0,0,22,1,0,22,0,0
7,20,21,0,0,21,1,0,21,0,0
7,20,22,0,0,21,1,0,21,0,0
7,20,23,0,0,21,2,0,21,0,0
7,21,0,0,0,21,3,0,21,0,0
