PVWatts: Hourly PV Performance Data,,,,,,,,,,
Requested Location:,"800 Florida Ave NE, Washington, DC 20002",,,,,,,,,
Location:,"Lat, Lon: 38.89, -76.98",,,,,,,,,
Lat (deg N):,38.89,,,,,,,,,
Long (deg W):,76.98,,,,,,,,,
Elev (m):,22.44000053,,,,,,,,,
DC System Size (kW):,34,,,,,,,,,
Module Type:,Standard,,,,,,,,,
Array Type:,Fixed (open rack),,,,,,,,,
Array Tilt (deg):,20,,,,,,,,,
Array Azimuth (deg):,180,,,,,,,,,
System Losses:,14.08,,,,,,,,,
Invert Efficiency:,96,,,,,,,,,
DC to AC Size Ratio:,1.2,,,,,,,,,
Average Cost of Electricity Purchased from Utility ($/kWh):,0.11,,,,,,,,,
Capacity Factor (%),"15.6	",,,,,,,,,
,,,,,,,,,,
Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
5,7,17,87,113,15,2,126.73,17.658,3669.196,3422.381
5,7,18,34,31,14,2,27.213,13.194,839.067,650.128
5,7,19,0,0,12,2,0,12,0,0
5,7,20,0,0,12,2,0,12,0,0
5,7,21,0,0,11,2,0,11,0,0
5,7,22,0,0,11,3,0,11,0,0
5,7,23,0,0,10,3,0,10,0,0
5,8,0,0,0,10,4,0,10,0,0
5,8,1,0,0,9,4,0,9,0,0
5,8,2,0,0,9,4,0,9,0,0
5,8,3,0,0,8,3,0,8,0,0
5,8,4,0,0,8,3,0,8,0,0
5,8,5,236,26,9,4,20.271,7.809,640.03,454.832
5,8,6,598,64,11,4,181.126,13.474,4415.826,4152.282
5,8,7,775,82,13,5,418.996,20.149,11679.952,11221.833
5,8,8,856,96,15,6,649.416,25.799,18558.441,17862.885
5,8,9,902,108,16,6,844.619,30.528,23934.885,23017.713
5,8,10,929,115,17,6,987.575,34.284,27573.484,26488.396
5,8,11,948,115,18,6,1067.305,36.862,29439.547,28262.725
5,8,12,951,112,19,5,1071.31,40.219,29056.76,27899.064
5,8,13,931,114,20,5,1000.283,39.868,27166.451,26100.865
5,8,14,911,104,21,5,866.379,38.195,23662.789,22757.594
5,8,15,870,92,20,4,676.105,34.953,18544.123,17849.115
5,8,16,777,84,19,3,446.599,29.769,12039.934,11570.672
5,8,17,629,65,18,2,210.272,23.375,5059.588,4781.132
5,8,18,311,32,15,2,24.989,14.453,766.17,578.606
5,8,19,0,0,13,2,0,13,0,0
5,8,20,0,0,12,2,0,12,0,0
5,8,21,0,0,11,1,0,11,0,0
5,8,22,0,0,10,1,0,10,0,0
5,8,23,0,0,9,1,0,9,0,0
5,9,0,0,0,9,1,0,9,0,0
5,9,1,0,0,8,1,0,8,0,0
5,9,2,0,0,8,1,0,8,0,0
5,9,3,0,0,7,1,0,7,0,0
5,9,4,0,0,7,1,0,7,0,0
5,9,5,210,26,9,1,20.183,7.02,639.425,454.238
5,9,6,563,66,11,2,176.793,13.933,4342.522,4080.648
5,9,7,746,84,14,2,409.29,23.803,11232.835,10788.359
5,9,8,833,98,17,2,637.386,33.471,17559.645,16901.777
5,9,9,882,108,18,3,828.818,37.495,22698.301,21834.9
5,9,10,917,111,19,3,972.454,42.144,26102.623,25087.156
5,9,11,929,114,20,2,1047.381,48.204,27259.127,26189.117
5,9,12,928,114,21,2,1050.352,49.424,27160.861,26095.543
5,9,13,918,109,22,2,982.881,48.751,25495.693,24508.266
5,9,14,889,104,22,1,848.295,49.545,21851.576,21024.029
5,9,15,841,96,23,1,661.245,44.803,17259.572,16612.814
5,9,16,759,83,22,0,437.754,41.459,11142.41,10700.667
5,9,17,611,65,21,0,206.623,31.041,4807.788,4535.219
5,9,18,307,32,18,0,24.828,18.717,746.703,559.505
5,9,19,0,0,15,1,0,15,0,0
5,9,20,0,0,13,1,0,13,0,0
5,9,21,0,0,12,1,0,12,0,0
5,9,22,0,0,11,1,0,11,0,0
5,9,23,0,0,10,1,0,10,0,0
5,10,0,0,0,10,1,0,10,0,0
5,10,1,0,0,9,1,0,9,0,0
5,10,2,0,0,9,1,0,9,0,0
5,10,3,0,0,9,1,0,9,0,0
5,10,4,0,0,9,1,0,9,0,0
5,10,5,221,26,10,2,20.118,8.451,633.414,448.339
5,10,6,565,64,12,2,175.998,14.921,4296.184,4035.362
5,10,7,725,85,14,2,401.924,23.604,11052,10612.98
5,10,8,812,100,16,3,626.546,30.325,17530.828,16874.031
5,10,9,862,112,18,3,817.043,37.202,22409.775,21558.682
5,10,10,881,124,19,3,952.405,41.668,25627.045,24633.584
5,10,11,893,129,20,3,1026.895,44.597,27234.475,26165.643
5,10,12,891,132,21,3,1031.722,45.828,27188.496,26121.859
5,10,13,865,136,22,3,960.485,45.222,25380.412,24398.264
5,10,14,829,132,22,3,831.365,42.183,22256.861,21412.252
5,10,15,768,124,21,3,643.349,36.656,17518.252,16861.922
5,10,16,672,109,20,3,423.401,30.138,11457.182,11005.887
5,10,17,501,85,19,2,200.517,24.04,4989.446,4712.636
5,10,18,194,39,16,2,30.351,15.588,925.861,735.278
5,10,19,0,0,14,2,0,14,0,0
5,10,20,0,0,13,2,0,13,0,0
5,10,21,0,0,12,2,0,12,0,0
5,10,22,0,0,12,2,0,12,0,0
5,10,23,0,0,11,2,0,11,0,0
5,11,0,0,0,11,1,0,11,0,0
5,11,1,0,0,11,1,0,11,0,0
5,11,2,0,0,10,1,0,10,0,0
5,11,3,0,0,10,1,0,10,0,0
5,11,4,0,0,10,1,0,10,0,0
5,11,5,0,12,11,1,11.358,8.773,357.101,177.145
5,11,6,0,73,13,1,68.978,12.839,2130.215,1915.958
5,11,7,84,192,15,0,220.201,22.175,6429.044,6117.355
5,11,8,395,246,17,0,499.824,35.748,13715.378,13192.389
5,11,9,681,204,20,1,770.343,43.613,20467.021,19696.414
5,11,10,414,364,23,1,769.599,47.509,20096.512,19340.785
5,11,11,482,378,25,1,883.055,52.492,22462.729,21609.383
5,11,12,644,291,26,1,959.798,55.9,23966.061,23047.512
5,11,13,709,226,27,1,915.888,55.943,22855.838,21985.68
5,11,14,683,206,27,1,788.194,52.354,20011.947,19259.596
5,11,15,229,300,27,1,449.631,42.404,11989.459,11521.769
5,11,16,497,164,26,1,394.497,38.381,10365.657,9947.019
5,11,17,364,111,25,0,191.506,34.079,4737.165,4466.234
5,11,18,122,43,22,0,35.359,23.035,1042.487,849.68
5,11,19,0,0,20,1,0,20,0,0
5,11,20,0,0,19,1,0,19,0,0
5,11,21,0,0,19,1,0,19,0,0
5,11,22,0,0,19,1,0,19,0,0
5,11,23,0,0,19,2,0,19,0,0
5,12,0,0,0,19,2,0,19,0,0
5,12,1,0,0,18,2,0,18,0,0
5,12,2,0,0,18,2,0,18,0,0
5,12,3,0,0,17,2,0,17,0,0
5,12,4,0,0,17,2,0,17,0,0
5,12,5,0,7,17,2,6.619,15.241,202.233,25.11
5,12,6,105,106,17,3,120.58,18.277,3434.865,3193.175
5,12,7,25,172,18,4,174.23,20.62,5167.905,4886.895
5,12,8,281,274,19,4,454.664,27.847,12995.058,12495.543
5,12,9,19,276,20,4,281.338,25.68,8190.309,7832.865
5,12,10,0,101,20,4,96.419,21.278,2865.925,2636.427
5,12,11,412,394,20,4,829.17,36.656,22894.936,22023.096
5,12,12,34,386,20,4,419.892,29.435,12010.496,11542.15
5,12,13,295,406,20,4,699.145,34.555,19502.754,18770.563
5,12,14,341,350,20,3,641.025,35.308,17790.004,17123.541
5,12,15,709,146,19,3,627.41,33.874,17334.949,16685.41
5,12,16,577,140,18,3,410.552,27.812,11305.988,10859.295
5,12,17,443,98,17,2,198.534,21.933,5086.868,4807.769
5,12,18,191,42,15,2,33.435,14.646,1024.273,831.814
5,12,19,0,0,13,2,0,13,0,0
5,12,20,0,0,12,2,0,12,0,0
5,12,21,0,0,11,2,0,11,0,0
5,12,22,0,0,11,2,0,11,0,0
5,12,23,0,0,11,2,0,11,0,0
5,13,0,0,0,10,2,0,10,0,0
5,13,1,0,0,10,1,0,10,0,0
5,13,2,0,0,9,1,0,9,0,0
5,13,3,0,0,9,1,0,9,0,0
5,13,4,0,0,9,1,0,9,0,0
5,13,5,0,11,10,2,10.409,8.177,328.124,148.701
5,13,6,0,25,11,2,23.685,9.609,741.956,554.848
5,13,7,0,65,12,3,61.739,11.797,1915.495,1705.576
5,13,8,0,117,13,3,111.454,14.141,3422.043,3180.631
5,13,9,75,353,14,2,409.042,23.578,12020.886,11552.217
5,13,10,18,304,15,2,310.828,22.945,9167.503,8783.209
5,13,11,12,252,16,2,255.272,22.121,7558.117,7217.486
5,13,12,37,394,17,2,430.946,27.613,12434.535,11952.896
5,13,13,44,383,17,2,422.802,27.969,12178.243,11704.663
5,13,14,91,370,17,2,441.277,28.428,12675.305,12186.029
5,13,15,150,302,17,3,398.856,26.074,11542.729,11088.82
5,13,16,42,194,16,3,205.584,20.356,6097.02,5793.576
5,13,17,27,112,15,2,111.559,16.835,3334.407,3094.896
5,13,18,151,46,13,2,38.35,12.431,1186.499,990.927
5,13,19,0,0,11,2,0,11,0,0
5,13,20,0,0,11,3,0,11,0,0
5,13,21,0,0,10,3,0,10,0,0
5,13,22,0,0,10,3,0,10,0,0
5,13,23,0,0,10,3,0,10,0,0
5,14,0,0,0,10,3,0,10,0,0
5,14,1,0,0,10,3,0,10,0,0
5,14,2,0,0,10,3,0,10,0,0
5,14,3,0,0,10,3,0,10,0,0
5,14,4,0,0,10,3,0,10,0,0
5,14,5,0,19,11,3,18.005,9.631,563.979,380.199
5,14,6,22,101,13,3,99.016,13.717,3003.471,2771.058
5,14,7,386,193,15,3,356.54,22.197,10147.597,9735.325
5,14,8,494,238,17,3,559.812,29.642,15807.753,15213.355
5,14,9,456,295,19,3,676.938,34.817,18815.586,18110.15
5,14,10,457,349,21,3,793.994,39.714,21582.545,20766.227
5,14,11,474,383,22,2,879.289,45.509,23210.002,22324.555
5,14,12,719,237,23,2,979.557,49.141,25368.42,24386.82
5,14,13,620,284,24,2,889.549,48.194,23145.492,22262.84
5,14,14,578,268,25,2,761.007,45.762,20015.635,19263.137
5,14,15,502,244,25,2,584.719,41.014,15640.119,15051.619
5,14,16,0,110,24,1,104.577,28.183,3009.272,2776.736
5,14,17,0,4,22,1,3.785,20.462,112.934,0
5,14,18,5,39,20,2,35.985,19.151,1080.125,886.598
5,14,19,0,0,19,2,0,19,0,0
5,14,20,0,0,19,3,0,19,0,0
5,14,21,0,0,18,3,0,18,0,0
5,14,22,0,0,18,2,0,18,0,0
5,14,23,0,0,17,2,0,17,0,0
5,15,0,0,0,17,2,0,17,0,0
5,15,1,0,0,16,2,0,16,0,0
5,15,2,0,0,16,2,0,16,0,0
5,15,3,0,0,16,2,0,16,0,0
5,15,4,0,0,16,2,0,16,0,0
5,15,5,13,30,16,2,27.434,14.792,839.869,650.915
5,15,6,0,57,17,2,54.115,16.654,1642.862,1438.376
5,15,7,203,197,17,3,278.732,22.224,8036.331,7683.023
5,15,8,0,151,17,3,144.054,19.565,4315.72,4054.455
5,15,9,5,187,18,3,183.192,21.17,5447.351,5159.692
5,15,10,15,280,19,2,284.316,25.483,8286.536,7926.495
5,15,11,66,437,20,1,503.445,34.978,14017.291,13484.294
5,15,12,11,236,21,1,238.618,28.949,6841.291,6519.196
5,15,13,16,290,22,1,295.345,30.449,8406.675,8043.376
5,15,14,6,196,22,1,192.894,27.531,5567.409,5276.869
5,15,15,200,303,22,1,433.011,34.432,12024.861,11556.069
5,15,16,220,209,21,1,304.959,30.657,8474.794,8109.642
5,15,17,69,121,19,1,129.88,22.544,3714.827,3467.008
5,15,18,0,29,17,1,27.508,16.214,836.77,647.875
5,15,19,0,0,16,1,0,16,0,0
5,15,20,0,0,15,1,0,15,0,0
5,15,21,0,0,15,1,0,15,0,0
5,15,22,0,0,15,1,0,15,0,0
5,15,23,0,0,15,1,0,15,0,0
5,16,0,0,0,15,2,0,15,0,0
5,16,1,0,0,14,2,0,14,0,0
5,16,2,0,0,13,3,0,13,0,0
5,16,3,0,0,12,3,0,12,0,0
5,16,4,0,0,11,3,0,11,0,0
5,16,5,149,38,11,3,31.114,9.957,973.186,781.702
5,16,6,474,91,12,3,184.811,14.846,4747.753,4476.577
5,16,7,674,115,14,4,411.694,21.943,11495.11,11042.658
5,16,8,787,126,15,3,638.913,29.655,17956.451,17283.74
5,16,9,847,136,16,3,833.948,35.678,23052.355,22173.73
5,16,10,876,144,17,3,967.862,40.133,26247.441,25225.225
5,16,11,888,148,18,3,1040.416,43.021,27818.205,26721.303
5,16,12,892,146,18,3,1046.119,43.314,27929.082,26826.807
5,16,13,336,408,19,2,738.868,39.904,20068.006,19313.418
5,16,14,326,358,18,2,636.05,35.428,17642.838,16981.873
5,16,15,728,157,18,2,652.008,35.518,17875.07,17205.418
5,16,16,605,146,17,2,430.78,28.892,11809.293,11347.187
5,16,17,442,111,16,1,212.031,22.786,5472.018,5183.769
5,16,18,180,50,14,1,42.639,14.104,1262.984,1065.934
5,16,19,0,0,12,1,0,12,0,0
5,16,20,0,0,11,1,0,11,0,0
5,16,21,0,0,11,1,0,11,0,0
5,16,22,0,0,10,1,0,10,0,0
5,16,23,0,0,10,2,0,10,0,0
5,17,0,0,0,10,2,0,10,0,0
5,17,1,0,0,9,1,0,9,0,0
5,17,2,0,0,9,1,0,9,0,0
5,17,3,0,0,8,2,0,8,0,0
5,17,4,0,0,8,2,0,8,0,0
5,17,5,0,29,9,2,27.182,7.63,858.881,669.568
5,17,6,29,105,11,2,104.145,11.933,3172.925,2936.892
5,17,7,62,193,13,2,211.492,17.205,6338.559,6029.129
5,17,8,279,279,14,2,458.05,25.216,13259.114,12751.061
5,17,9,776,174,15,2,816.925,36.258,22522.568,21666.674
5,17,10,445,354,16,1,787.088,41.597,21191.615,20391.471
5,17,11,769,229,17,1,1017.21,48.747,26398.109,25368.846
5,17,12,387,411,18,1,815.016,45.043,21565.869,20750.244
5,17,13,714,248,18,1,941.96,47.735,24567.85,23622.508
5,17,14,88,382,19,1,450.335,35.336,12509.118,12025.12
5,17,15,625,205,19,0,630.77,43.48,16636.793,16012.779
5,17,16,566,158,18,0,422.586,36.966,11162.275,10719.933
5,17,17,406,117,17,0,209.238,27.082,5345.849,5060.615
5,17,18,143,52,16,0,44.116,17.468,1292.646,1095.021
5,17,19,0,0,14,0,0,14,0,0
5,17,20,0,0,12,1,0,12,0,0
5,17,21,0,0,11,1,0,11,0,0
5,17,22,0,0,11,1,0,11,0,0
5,17,23,0,0,11,1,0,11,0,0
5,18,0,0,0,11,1,0,11,0,0
5,18,1,0,0,11,0,0,11,0,0
5,18,2,0,0,11,0,0,11,0,0
5,18,3,0,0,11,0,0,11,0,0
5,18,4,0,0,11,0,0,11,0,0
5,18,5,2,32,11,0,29.716,8.161,936.787,745.996
5,18,6,51,109,13,0,112.405,14.856,3342.589,3102.901
5,18,7,172,201,16,0,269.044,25.542,7663.56,7320.155
5,18,8,204,304,18,0,430.439,34.683,11926.594,11460.855
5,18,9,382,333,19,0,648.742,43.929,17228.004,16582.408
5,18,10,712,236,20,1,918.401,48.313,23877.289,22962.66
5,18,11,418,396,21,1,835.349,48.013,21763.041,20939.197
5,18,12,434,393,21,1,850.465,48.107,22146.064,21306.137
5,18,13,454,359,22,1,806.669,47.901,21022.924,20229.707
5,18,14,319,366,22,1,638.015,43.029,17033.334,16394.887
5,18,15,85,298,21,1,346.992,32.871,9734.536,9334.184
5,18,16,560,159,20,1,421.094,32.797,11358.944,10910.643
5,18,17,437,110,19,1,210.747,25.691,5372.088,5086.229
5,18,18,201,50,16,1,42.076,16.121,1213.883,1017.783
5,18,19,0,0,14,1,0,14,0,0
5,18,20,0,0,13,1,0,13,0,0
5,18,21,0,0,12,1,0,12,0,0
5,18,22,0,0,11,1,0,11,0,0
5,18,23,0,0,11,1,0,11,0,0
5,19,0,0,0,11,0,0,11,0,0
5,19,1,0,0,10,0,0,10,0,0
5,19,2,0,0,10,0,0,10,0,0
5,19,3,0,0,10,0,0,10,0,0
5,19,4,0,0,10,0,0,10,0,0
5,19,5,84,39,11,1,31.888,9.467,999.551,807.564
5,19,6,198,109,13,2,143.535,15.075,4010.32,3755.938
5,19,7,330,181,15,2,321.14,22.326,9157.24,8773.234
5,19,8,131,294,16,2,373.606,25.319,10847.067,10414.187
5,19,9,418,315,18,2,665.126,35.045,18469.98,17777.805
5,19,10,186,438,19,2,616.858,35.684,17111.869,16470.545
5,19,11,39,399,20,2,436.874,31.893,12348.779,11869.844
5,19,12,84,455,20,2,539.646,33.983,15098.97,14529.298
5,19,13,16,294,20,2,299.116,28.047,8612.664,8243.743
5,19,14,0,111,20,2,105.877,22.08,3135.412,2900.184
5,19,15,38,269,19,2,286.93,25.296,8357.836,7995.863
5,19,16,146,217,18,2,278.176,24.66,8006.475,7653.965
5,19,17,0,35,17,1,33.183,17.21,1004.851,812.763
5,19,18,0,37,16,1,34.654,14.892,1060.43,867.28
5,19,19,0,0,15,2,0,15,0,0
5,19,20,0,0,14,3,0,14,0,0
5,19,21,0,0,13,3,0,13,0,0
5,19,22,0,0,13,4,0,13,0,0
5,19,23,0,0,12,4,0,12,0,0
5,20,0,0,0,12,4,0,12,0,0
5,20,1,0,0,12,5,0,12,0,0
5,20,2,0,0,12,4,0,12,0,0
5,20,3,0,0,12,3,0,12,0,0
5,20,4,0,0,12,3,0,12,0,0
5,20,5,0,8,12,3,7.566,10.391,236.191,58.449
5,20,6,0,19,13,3,17.995,11.689,558.558,374.879
5,20,7,0,37,13,4,35.107,12.235,1087.106,893.445
5,20,8,0,60,12,6,57.039,11.813,1769.554,1562.553
5,20,9,0,111,12,7,105.852,12.644,3271.808,3033.648
5,20,10,7,185,12,8,184.019,13.796,5658.663,5365.921
5,20,11,3,152,12,8,148.768,13.344,4584.013,4316.617
5,20,12,13,263,12,8,266.957,15.064,8162.733,7806.032
5,20,13,55,404,12,8,453.532,17.936,13688.032,13165.944
5,20,14,14,257,12,7,258.757,15.535,7893.995,7544.486
5,20,15,31,261,11,6,274.317,14.943,8381.712,8019.091
5,20,16,0,117,11,5,111.204,12.242,3443.373,3201.498
5,20,17,0,94,11,4,88.65,11.609,2752.69,2525.577
5,20,18,0,8,11,3,7.566,9.618,236.991,59.235
5,20,19,0,0,10,2,0,10,0,0
5,20,20,0,0,9,2,0,9,0,0
5,20,21,0,0,8,1,0,8,0,0
5,20,22,0,0,8,1,0,8,0,0
5,20,23,0,0,8,1,0,8,0,0
5,21,0,0,0,7,1,0,7,0,0
5,21,1,0,0,7,2,0,7,0,0
5,21,2,0,0,7,2,0,7,0,0
5,21,3,0,0,7,2,0,7,0,0
5,21,4,0,0,7,2,0,7,0,0
5,21,5,221,39,8,2,30.24,6.699,959.395,768.174
5,21,6,508,86,10,2,190.301,13.336,4887.036,4612.621
5,21,7,685,109,13,2,411.891,22.927,11444.084,10993.189
5,21,8,773,127,16,3,631.446,30.463,17681.863,17019.443
5,21,9,829,137,18,3,820.099,37.283,22490.207,21635.691
5,21,10,873,136,19,3,956.335,41.763,25720.734,24722.957
5,21,11,253,464,20,3,732.941,38.014,20101.295,19345.377
5,21,12,394,411,20,3,820.962,39.483,22349.902,21501.35
5,21,13,247,439,20,3,685.302,36.611,18923.816,18214.199
5,21,14,281,374,20,3,614.084,34.656,17101.695,16460.742
5,21,15,822,112,20,2,670.515,37.861,18150.9,17470.854
5,21,16,734,100,19,1,448.454,34.087,11907.246,11442.108
5,21,17,585,81,18,1,222.829,25.207,5482.975,5194.462
5,21,18,299,46,16,1,41.349,16.162,1126.456,932.04
5,21,19,0,0,14,1,0,14,0,0
5,21,20,0,0,13,1,0,13,0,0
5,21,21,0,0,12,1,0,12,0,0
5,21,22,0,0,12,1,0,12,0,0
5,21,23,0,0,11,1,0,11,0,0
5,22,0,0,0,11,1,0,11,0,0
5,22,1,0,0,11,1,0,11,0,0
5,22,2,0,0,11,1,0,11,0,0
5,22,3,0,0,11,1,0,11,0,0
5,22,4,0,0,11,1,0,11,0,0
5,22,5,0,7,11,1,6.619,8.608,208.253,31.021
5,22,6,0,49,13,1,46.495,12.051,1440.898,1240.385
5,22,7,124,205,15,1,251.639,21.097,7357.275,7021.895
5,22,8,780,120,17,2,628.943,32.761,17413.094,16760.664
5,22,9,846,124,18,2,816.943,39.654,22136.674,21297.143
5,22,10,883,127,19,2,956.409,44.608,25349.229,24368.508
5,22,11,265,463,20,3,743.556,38.255,20367.836,19601.227
5,22,12,176,466,20,3,650.996,35.643,18066.057,17389.217
5,22,13,804,181,20,2,954.222,45.028,25241.381,24265.582
5,22,14,60,360,20,2,404.303,32.112,11410.989,10961.104
5,22,15,522,219,21,1,574.463,38.566,15552.295,14966.872
5,22,16,132,220,20,1,274.537,29.397,7738.047,7392.676
5,22,17,0,31,19,0,29.384,20.673,875.853,686.218
5,22,18,0,43,18,0,39.85,16.441,1210.948,1014.904
5,22,19,0,0,17,0,0,17,0,0
5,22,20,0,0,16,0,0,16,0,0
5,22,21,0,0,15,0,0,15,0,0
5,22,22,0,0,14,0,0,14,0,0
5,22,23,0,0,14,0,0,14,0,0
5,23,0,0,0,13,0,0,13,0,0
5,23,1,0,0,12,0,0,12,0,0
5,23,2,0,0,12,0,0,12,0,0
5,23,3,0,0,11,0,0,11,0,0
5,23,4,0,0,11,1,0,11,0,0
5,23,5,53,37,11,1,32.063,9.474,1004.995,812.904
5,23,6,0,48,12,2,45.543,11.323,1415.954,1215.928
5,23,7,22,177,14,2,177.501,17.074,5355.23,5069.772
5,23,8,17,229,15,1,229.871,21.07,6832.527,6510.655
5,23,9,13,251,16,1,251.628,23.032,7417.34,7080.394
5,23,10,139,442,17,1,576.223,34.071,16112.902,15507.69
5,23,11,706,258,17,1,982.3,46.985,25729.822,24731.625
5,23,12,712,254,18,1,987.708,49.611,25515.715,24527.369
5,23,13,16,293,18,1,297.99,30.066,8497.638,8131.862
5,23,14,4,171,17,2,166.952,20.695,4975.469,4698.987
5,23,15,0,77,17,1,73.251,17.938,2210.9,1995.001
5,23,16,0,132,16,1,125.424,18.14,3782.127,3532.822
5,23,17,313,115,15,1,186.267,19.394,5026.089,4748.42
5,23,18,9,48,14,1,44.188,14.011,1352.896,1154.1
5,23,19,0,0,14,1,0,14,0,0
5,23,20,0,0,14,1,0,14,0,0
5,23,21,0,0,13,1,0,13,0,0
5,23,22,0,0,13,1,0,13,0,0
5,23,23,0,0,13,1,0,13,0,0
5,24,0,0,0,12,1,0,12,0,0
5,24,1,0,0,12,1,0,12,0,0
5,24,2,0,0,12,0,0,12,0,0
5,24,3,0,0,11,0,0,11,0,0
5,24,4,0,0,11,0,0,11,0,0
5,24,5,0,6,11,1,5.672,8.576,178.5,1.809
5,24,6,0,8,12,1,7.572,9.699,237.098,59.34
5,24,7,0,24,13,1,22.761,11.255,707.883,521.414
5,24,8,0,105,14,1,99.957,14.973,3057.641,2824.074
5,24,9,0,145,15,1,138.511,17.695,4185.233,3926.922
5,24,10,10,227,15,1,227.568,20.797,6779.006,6458.496
5,24,11,11,232,15,1,234.456,21.474,6962.608,6637.416
5,24,12,16,297,14,1,303.235,22.698,8954.158,8575.815
5,24,13,12,255,14,1,256.975,21.579,7627.491,7285.037
5,24,14,12,242,14,1,242.391,20.879,7216.997,6885.257
5,24,15,11,219,14,2,216.797,18.838,6513.003,6199.21
5,24,16,0,123,13,1,116.883,15.587,3565.547,3321.006
5,24,17,0,76,13,1,72.016,13.539,2217.104,2001.078
5,24,18,0,25,12,1,23.693,10.625,738.899,551.848
5,24,19,0,0,12,1,0,12,0,0
5,24,20,0,0,11,1,0,11,0,0
5,24,21,0,0,11,2,0,11,0,0
5,24,22,0,0,11,2,0,11,0,0
5,24,23,0,0,10,2,0,10,0,0
5,25,0,0,0,10,3,0,10,0,0
5,25,1,0,0,9,2,0,9,0,0
5,25,2,0,0,9,2,0,9,0,0
5,25,3,0,0,9,2,0,9,0,0
5,25,4,0,0,9,2,0,9,0,0
5,25,5,0,7,9,3,6.619,7.314,209.429,32.175
5,25,6,0,69,10,3,65.379,9.81,2046.268,1833.713
5,25,7,90,204,11,4,233.94,14.748,7067.468,6739.586
5,25,8,64,282,11,4,314.461,16.902,9510.313,9116.354
5,25,9,77,363,12,4,419.036,20.392,12497.842,12014.2
5,25,10,13,259,12,4,261.544,17.138,7922.491,7572.224
5,25,11,45,414,13,4,457.323,22.105,13541.396,13024.129
5,25,12,36,399,13,4,433.381,21.996,12838.979,12344.478
5,25,13,0,129,14,4,123.389,16.125,3754.909,3506.205
5,25,14,0,136,14,3,129.889,15.772,3958.992,3705.756
5,25,15,0,153,14,3,145.934,16.181,4439.823,4175.732
5,25,16,160,223,14,2,290.802,20.516,8528.87,8162.242
5,25,17,0,61,13,1,57.919,14.033,1779.183,1571.991
5,25,18,0,10,12,1,9.459,10.063,295.738,116.908
5,25,19,0,0,12,1,0,12,0,0
5,25,20,0,0,11,1,0,11,0,0
5,25,21,0,0,11,1,0,11,0,0
5,25,22,0,0,11,1,0,11,0,0
5,25,23,0,0,11,1,0,11,0,0
5,26,0,0,0,11,2,0,11,0,0
5,26,1,0,0,11,2,0,11,0,0
5,26,2,0,0,10,3,0,10,0,0
5,26,3,0,0,10,3,0,10,0,0
5,26,4,0,0,10,3,0,10,0,0
5,26,5,62,39,11,3,33.694,10.021,1053.605,860.586
5,26,6,621,62,13,3,192.909,16.06,4695.307,4425.345
5,26,7,777,74,16,3,419.124,24.928,11458.691,11007.352
5,26,8,849,85,18,4,636.526,31.25,17730.785,17066.537
5,26,9,887,96,19,4,821.188,36.569,22594.043,21735.1
5,26,10,299,422,20,4,711.08,35.6,19732.205,18990.965
5,26,11,11,231,21,4,233.446,26.179,6781.816,6461.235
5,26,12,43,398,22,4,439.244,30.639,12491.402,12007.965
5,26,13,20,317,22,3,325.24,29.332,9307.469,8919.244
5,26,14,143,393,23,3,511.915,34.402,14282.033,13740.178
5,26,15,836,95,23,3,663.202,38.318,17909.555,17238.607
5,26,16,183,222,22,2,300.871,30.485,8404.714,8041.468
5,26,17,610,75,21,1,226.583,27.607,5496.262,5207.431
5,26,18,357,44,19,1,43.848,19.335,1100.649,906.729
5,26,19,0,0,17,1,0,17,0,0
5,26,20,0,0,16,1,0,16,0,0
5,26,21,0,0,15,1,0,15,0,0
5,26,22,0,0,14,2,0,14,0,0
5,26,23,0,0,13,2,0,13,0,0
5,27,0,0,0,13,2,0,13,0,0
5,27,1,0,0,12,1,0,12,0,0
5,27,2,0,0,11,1,0,11,0,0
5,27,3,0,0,11,1,0,11,0,0
5,27,4,0,0,11,1,0,11,0,0
5,27,5,126,39,13,2,32.001,11.848,992.641,800.786
5,27,6,486,90,15,2,189.103,18.357,4785.501,4513.45
5,27,7,641,118,17,2,401.631,26.622,10997.657,10560.27
5,27,8,734,135,19,2,614.077,34.802,16842.375,16210.899
5,27,9,791,148,21,3,799.241,39.686,21656.656,20837.252
5,27,10,809,166,23,3,931.496,45.016,24637.266,23688.807
5,27,11,812,179,24,3,1001.24,47.819,26111.084,25095.223
5,27,12,801,188,24,3,1003.454,48.023,26141.244,25123.98
5,27,13,706,238,24,3,923.172,46.257,24265.25,23333.43
5,27,14,662,233,24,3,798.022,43.292,21256.852,20454.02
5,27,15,623,202,23,3,628.769,38.207,17040.914,16402.189
5,27,16,656,127,22,2,441.256,34.018,11789.169,11327.685
5,27,17,543,93,21,1,227.338,28.305,5615.589,5323.887
5,27,18,312,51,18,1,48.631,18.474,1266.335,1069.22
5,27,19,0,0,16,1,0,16,0,0
5,27,20,0,0,15,1,0,15,0,0
5,27,21,0,0,14,1,0,14,0,0
5,27,22,0,0,14,1,0,14,0,0
5,27,23,0,0,13,1,0,13,0,0
